rank,lead_score,segment,username,platform,followers,brands,source,email,profile,bio
621,65.5,🎯 Competitor Promoter,LauraGonzata62,X,112,packdraw,x-mention,,https://x.com/LauraGonzata62,
622,65.5,🎯 Competitor Promoter,MAGMALIZ1,X,111,packdraw,x-mention,,https://x.com/MAGMALIZ1,just a lost boy from a lost town
623,65.5,🎯 Competitor Promoter,minaztu,X,111,packdraw,x-mention,,https://x.com/minaztu,she will go down in history as a legend.
624,65.5,🎯 Competitor Promoter,Rawdoggreports,X,110,packdraw,x-mention,,https://x.com/Rawdoggreports,🎰 Clips & Highlights | Not Impersonating Rawdogg209
625,65.5,🎯 Competitor Promoter,chrstncsljy,X,110,packdraw,x-mention,,https://x.com/chrstncsljy,https://t.co/SDEqbZfXSi
626,65.5,🎯 Competitor Promoter,LydiaOkeme,X,110,packdraw,x-mention,,https://x.com/LydiaOkeme,God is the greatest  $STASH
627,65.5,🎯 Competitor Promoter,AnugrahU94050,X,110,packdraw,x-mention,,https://x.com/AnugrahU94050,
628,65.5,🎯 Competitor Promoter,brunoGAMBLES,X,108,packdraw,x-mention,,https://x.com/brunoGAMBLES,manifesting wins 😀 (I’m real person bruh)
629,65.5,🎯 Competitor Promoter,kenny_farm,X,108,packdraw,x-mention,,https://x.com/kenny_farm,Yield farmer @kenny_farm  | Staking LP tokens since the rugs were fresh | Turning impermanent loss into permanent gains | Bullish on real fa
630,65.5,🎯 Competitor Promoter,payam_majidii,X,108,packdraw,x-mention,,https://x.com/payam_majidii,اینکه یه چیزی نمیشه دردش زیاد نیست اینکه میتونست بشه ولی نشده‌ آدم رو داغون میکنه.
631,65.5,🎯 Competitor Promoter,sumanaj8325,X,107,packdraw,x-mention,,https://x.com/sumanaj8325,
632,65.5,🎯 Competitor Promoter,easypEthan12989,X,106,packdraw,x-mention,,https://x.com/easypEthan12989,
633,65.5,🎯 Competitor Promoter,jori_tsi,X,105,packdraw,x-mention,,https://x.com/jori_tsi,
634,65.5,🎯 Competitor Promoter,RarehaloBROS2,X,104,packdraw,x-mention,,https://x.com/RarehaloBROS2,:p
635,65.5,🎯 Competitor Promoter,flooywinn,X,104,packdraw,x-mention,,https://x.com/flooywinn,up to my house for the big ones 🦷🦷
636,65.5,🎯 Competitor Promoter,Castrrl,X,102,packdraw,x-mention,,https://x.com/Castrrl,Wagmi
637,65.5,🎯 Competitor Promoter,akbrnwr,X,102,packdraw,x-mention,,https://x.com/akbrnwr,Full-time curious. Part-time everything else. 🌏
638,65.5,🎯 Competitor Promoter,olivermaplar,X,102,packdraw,x-mention,,https://x.com/olivermaplar,"Fix the money, fix the world. Studying the shift from fiat debasement to absolute mathematical scarcity  ₿ | Hard Money Advocate"
639,65.5,🎯 Competitor Promoter,LuisHas255915,X,100,packdraw,x-mention,,https://x.com/LuisHas255915,Sharing is caring 😄
640,65.5,🎯 Competitor Promoter,MnhHo8,X,100,packdraw,x-mention,,https://x.com/MnhHo8,
641,65.5,🎯 Competitor Promoter,Ayokos2,X,99,packdraw,x-mention,,https://x.com/Ayokos2,iummm 18 y only a studenty farmer
642,65.5,🎯 Competitor Promoter,michael2106_,X,98,packdraw,x-mention,,https://x.com/michael2106_,"Dev, trader"
643,65.5,🎯 Competitor Promoter,neeti_gm,X,96,packdraw,x-mention,,https://x.com/neeti_gm,#LTC 🚀
644,65.5,🎯 Competitor Promoter,xvniken,X,95,packdraw,x-mention,,https://x.com/xvniken,ayo
645,65.5,🎯 Competitor Promoter,klsishere,X,94,packdraw,x-mention,,https://x.com/klsishere,Hellow KLS is here
646,65.5,🎯 Competitor Promoter,HumsamL2411,X,94,packdraw,x-mention,,https://x.com/HumsamL2411,
647,65.5,🎯 Competitor Promoter,salubbbbbbb,X,94,packdraw,x-mention,,https://x.com/salubbbbbbb,
648,65.5,🎯 Competitor Promoter,TheMayorLuch44,X,94,packdraw,x-mention,,https://x.com/TheMayorLuch44,🇨🇦 NFT Collector /  Web 3  Enthusiastic/Creator AI and Photography 📸 / Airdrops 💧/ Onchain gang
649,65.5,🎯 Competitor Promoter,abcdefelixxa,X,93,packdraw,x-mention,,https://x.com/abcdefelixxa,Easy going person & the most hardworking ones / Stay respectful 🤗 Anime lover ❤️
650,65.5,🎯 Competitor Promoter,Senzaimon5,X,93,packdraw,x-mention,,https://x.com/Senzaimon5,Just trying to have a good time! 😌  Previous account got shadow-banned :/
651,65.5,🎯 Competitor Promoter,danielsspo,X,93,packdraw,x-mention,,https://x.com/danielsspo,22 | Player for Counter Strike
652,65.5,🎯 Competitor Promoter,defi_Retr0,X,92,packdraw,x-mention,,https://x.com/defi_Retr0,my main account @defi_retro is ghost banned so I use this for now to engage
653,65.5,🎯 Competitor Promoter,soahbreeze,X,92,packdraw,x-mention,,https://x.com/soahbreeze,"Sports administrator by day, pay enthusiast by night"
654,65.5,🎯 Competitor Promoter,Saim2550,X,91,packdraw,x-mention,,https://x.com/Saim2550,Old account suspend
655,65.5,🎯 Competitor Promoter,sereeisla,X,91,packdraw,x-mention,,https://x.com/sereeisla,to love and to be kind ୨୧
656,65.5,🎯 Competitor Promoter,ifwmayor,X,91,packdraw,x-mention,,https://x.com/ifwmayor,soap arc ¿
657,65.5,🎯 Competitor Promoter,NidokingBS,X,90,packdraw,x-mention,,https://x.com/NidokingBS,Diecast Collector  🏎️  |  CS Player  🗡️  |  Brawl Stars casual  🌵 Cars and the clutches
658,65.5,🎯 Competitor Promoter,_baseddao_,X,90,packdraw,x-mention,,https://x.com/_baseddao_,Earn Launch Good Everytime
659,65.5,🎯 Competitor Promoter,jonas_wds,X,88,packdraw,x-mention,,https://x.com/jonas_wds,20yrs Marketing student Work on T R&D Department
660,65.5,🎯 Competitor Promoter,YngTwTwAjYgy,X,88,packdraw,x-mention,,https://x.com/YngTwTwAjYgy,
661,65.5,🎯 Competitor Promoter,torongwinz7,X,88,packdraw,x-mention,,https://x.com/torongwinz7,Let me win!! 🥇
662,65.5,🎯 Competitor Promoter,siegrist_riley,X,87,packdraw,x-mention,,https://x.com/siegrist_riley,Just tryna make my way thru this obstacle of a life
663,65.5,🎯 Competitor Promoter,succyross,X,87,packdraw,x-mention,,https://x.com/succyross,just showing up everyday
664,65.5,🎯 Competitor Promoter,ASweetlyCandy,X,86,packdraw,x-mention,,https://x.com/ASweetlyCandy,Alhumdulillah for everything in my life. The good & bad. Some were blessings & some were lessons🤍
665,65.5,🎯 Competitor Promoter,s41N1L,X,85,packdraw,x-mention,,https://x.com/s41N1L,CS2 - Valorant - DOTA2  s41N
666,65.5,🎯 Competitor Promoter,dmx9211,X,83,packdraw,x-mention,,https://x.com/dmx9211,
667,65.5,🎯 Competitor Promoter,Duckhuntings7,X,82,packdraw,x-mention,,https://x.com/Duckhuntings7,duck
668,65.5,🎯 Competitor Promoter,DannyBetsOT,X,82,packdraw,x-mention,,https://x.com/DannyBetsOT,
669,65.5,🎯 Competitor Promoter,kikiniberry,X,81,packdraw,x-mention,,https://x.com/kikiniberry,@berrycutiex is my 2nd account . i made a it coz i can't recieved dm here . thanks for understanding.
670,65.5,🎯 Competitor Promoter,ivvano__,X,81,packdraw,x-mention,,https://x.com/ivvano__,Theres no bio
671,65.5,🎯 Competitor Promoter,Dimmyds0g,X,80,packdraw,x-mention,,https://x.com/Dimmyds0g,
672,65.5,🎯 Competitor Promoter,zephyraee,X,80,packdraw,x-mention,,https://x.com/zephyraee,Don't rush your moment. Timing can turn effort into success🩷🩵
673,65.5,🎯 Competitor Promoter,WillMax97,X,80,packdraw,x-mention,,https://x.com/WillMax97,0xf7df19c9aac662093b356aea5805a7124d093df5
674,65.5,🎯 Competitor Promoter,Swapnilrai79,X,78,packdraw,x-mention,,https://x.com/Swapnilrai79,
675,65.5,🎯 Competitor Promoter,jaqnizer,X,78,packdraw,x-mention,,https://x.com/jaqnizer,
676,65.5,🎯 Competitor Promoter,Rrpe67,X,77,packdraw,x-mention,,https://x.com/Rrpe67,
677,65.5,🎯 Competitor Promoter,YT_MDEVIL,X,77,packdraw,x-mention,,https://x.com/YT_MDEVIL,Nothing to say about me but if you want to contact me please add me on discord : yt_mdevil  Owner of devils community.. (used to and raided 
678,65.5,🎯 Competitor Promoter,golpapooya,X,76,packdraw,x-mention,,https://x.com/golpapooya,«تو معشوق، محبوب، تنها نقطه‌ی آرام و امن دنیای منی. به تو طولانی و عمیق خیره می‌شوم، انگار که شفای روحِ خسته‌ام در دیدنِ رویِ زیبای توست.»
679,65.5,🎯 Competitor Promoter,fargoforcee,X,76,packdraw,x-mention,,https://x.com/fargoforcee,
680,65.5,🎯 Competitor Promoter,Fatherwill22787,X,76,packdraw,x-mention,,https://x.com/Fatherwill22787,"Becoming better than yesterday, one habit at a time $mcow"
681,65.5,🎯 Competitor Promoter,pepRAGON,X,75,packdraw,x-mention,,https://x.com/pepRAGON,I AM SHADOW 🔥
682,65.5,🎯 Competitor Promoter,Dima74733,X,75,packdraw,x-mention,,https://x.com/Dima74733,612
683,65.5,🎯 Competitor Promoter,vikkydamilola1,X,74,packdraw,x-mention,,https://x.com/vikkydamilola1,Classy and simple
684,65.5,🎯 Competitor Promoter,takawishhh,X,73,packdraw,x-mention,,https://x.com/takawishhh,Perdí mí cuenta por qué se cojian. los curiosos ahí  y acá también si te crees algo sos medio mogo
685,65.5,🎯 Competitor Promoter,ASTROTREBOL,X,73,packdraw,x-mention,,https://x.com/ASTROTREBOL,"Person wanting to progress, to be something great in life🙌🏽"
686,65.5,🎯 Competitor Promoter,Zolla233,X,72,packdraw,x-mention,,https://x.com/Zolla233,Play Smart with  https://t.co/S1U2OVnRas  @plussev
687,65.5,🎯 Competitor Promoter,Saxhiq,X,72,packdraw,x-mention,,https://x.com/Saxhiq,always been a hustler
688,65.5,🎯 Competitor Promoter,Callistus02,X,71,packdraw,x-mention,,https://x.com/Callistus02,GOD OF LUCK CS CHASER  GOD IS NEVER LATE  REPLY/GUY
689,65.5,🎯 Competitor Promoter,CallumMoody11,X,71,hypedrop,x-mention,,https://x.com/CallumMoody11,
690,65.5,🎯 Competitor Promoter,ASYLUMALZ1,X,70,packdraw,x-mention,,https://x.com/ASYLUMALZ1,Nft and $BTC language
691,65.5,🎯 Competitor Promoter,Tulio1199,X,70,packdraw,x-mention,,https://x.com/Tulio1199,The Road to El Dorado.
692,65.5,🎯 Competitor Promoter,decunningjack,X,70,packdraw,x-mention,,https://x.com/decunningjack,
693,65.5,🎯 Competitor Promoter,TACTSOLFS,X,69,packdraw,x-mention,,https://x.com/TACTSOLFS,TACT THE SOLFS
694,65.5,🎯 Competitor Promoter,AslaMrgn,X,68,packdraw,x-mention,,https://x.com/AslaMrgn,I'm gonna fight 'em off   A Seven Nation Army couldn't hold me back
695,65.5,🎯 Competitor Promoter,PrinceGrac,X,67,packdraw,x-mention,,https://x.com/PrinceGrac,
696,65.5,🎯 Competitor Promoter,mrbitford,X,67,packdraw,x-mention,,https://x.com/mrbitford,"When you choose what truly matters, life feels lighter. Guided by purpose, not weighed down by pressure."
697,65.5,🎯 Competitor Promoter,HimukasS,X,66,packdraw,x-mention,,https://x.com/HimukasS,10k rating premier professional player.
698,65.5,🎯 Competitor Promoter,leleponomom,X,65,packdraw,x-mention,,https://x.com/leleponomom,"human, nothing spcl😜 free tag, makasih udh mau folbek🤝"
699,65.5,🎯 Competitor Promoter,GDessalegn81161,X,64,packdraw,x-mention,,https://x.com/GDessalegn81161,
700,65.5,🎯 Competitor Promoter,EnikeEniko,X,64,packdraw,x-mention,,https://x.com/EnikeEniko,"It's not the gun, it's the woman behind the gun"
701,65.5,🎯 Competitor Promoter,Im_Jeg23,X,63,packdraw,x-mention,,https://x.com/Im_Jeg23,
702,65.5,🎯 Competitor Promoter,JiMK72357568,X,63,packdraw,x-mention,,https://x.com/JiMK72357568,?
703,65.5,🎯 Competitor Promoter,Ruban_XD,X,61,packdraw,x-mention,,https://x.com/Ruban_XD,
704,65.5,🎯 Competitor Promoter,blazekhan0128,X,60,packdraw,x-mention,,https://x.com/blazekhan0128,
705,65.5,🎯 Competitor Promoter,riwanirabka,X,60,packdraw,x-mention,,https://x.com/riwanirabka,•|  Exploring the limits of blockchain technology and decentralization |•
706,65.5,🎯 Competitor Promoter,nmaheshwari_,X,59,packdraw,x-mention,,https://x.com/nmaheshwari_,Ex-@zetasuite | Ex-@delhivery | DevOps | Cloud | RHCE | CKA | Open Source Contributor
707,65.5,🎯 Competitor Promoter,V_italis,X,58,packdraw,x-mention,,https://x.com/V_italis,"Techy, If you here follow up , Posting Wallpaper,  Posting Emojis, Milestone 1M"
708,65.5,🎯 Competitor Promoter,Cryptodonny21,X,57,packdraw,x-mention,,https://x.com/Cryptodonny21,broke asf
709,65.5,🎯 Competitor Promoter,maximums79,X,57,packdraw,x-mention,,https://x.com/maximums79,Helping creators turn ideas into impact.
710,65.5,🎯 Competitor Promoter,ElliotNelmes,X,55,packdraw,x-mention,,https://x.com/ElliotNelmes,Electrician   Surrey
711,65.5,🎯 Competitor Promoter,pinokiyowow,X,54,packdraw,x-mention,,https://x.com/pinokiyowow,Less is more
712,65.5,🎯 Competitor Promoter,GoatOfLife1i,X,54,packdraw,x-mention,,https://x.com/GoatOfLife1i,
713,65.5,🎯 Competitor Promoter,FabriceGrim,X,54,packdraw,x-mention,,https://x.com/FabriceGrim,
714,65.5,🎯 Competitor Promoter,anashe82,X,53,packdraw,x-mention,,https://x.com/anashe82,"ante todo, antikuka"
715,65.5,🎯 Competitor Promoter,fulin51252085,X,53,packdraw,x-mention,,https://x.com/fulin51252085,不玩合约，靠  空投  抽奖 土狗过日子   ARB  ZKS  LENS  UNI  都撸到过 亏完 继续玩
716,65.5,🎯 Competitor Promoter,Shivam_x101,X,53,packdraw,x-mention,,https://x.com/Shivam_x101,lets gooooo
717,65.5,🎯 Competitor Promoter,1tsVexxi0,X,52,packdraw,x-mention,,https://x.com/1tsVexxi0,
718,65.5,🎯 Competitor Promoter,WinnerArmO,X,51,packdraw,x-mention,,https://x.com/WinnerArmO,💥Once A Winner Always A Winner 🏆👑
719,65.5,🎯 Competitor Promoter,KTSenna,X,51,packdraw,x-mention,,https://x.com/KTSenna,
720,65.5,🎯 Competitor Promoter,3Dfarts,X,50,packdraw,x-mention,,https://x.com/3Dfarts,
721,65.5,🎯 Competitor Promoter,1mr_santa1,X,50,packdraw,x-mention,,https://x.com/1mr_santa1,Hope you all have a great year 🤗❤️
722,65.5,🎯 Competitor Promoter,mydornaxbt,X,50,packdraw,x-mention,,https://x.com/mydornaxbt,My playlist runs on Seoul time and my heart beats to a K-pop rhythm
723,65.5,🎯 Competitor Promoter,Sevensv16,X,49,packdraw,x-mention,,https://x.com/Sevensv16,𝙈𝙔 𝙁𝙍𝙄𝙀𝙉𝘿S 𝘼𝙍𝙀 𝙃𝙀𝙍𝙀 𝙏𝙃𝙊𝙐𝙂𝙃 𝙔𝙊𝙐'𝙍𝙀 𝙉𝙊𝙏
724,65.5,🎯 Competitor Promoter,g_gooz,X,49,packdraw,x-mention,,https://x.com/g_gooz,
725,65.5,🎯 Competitor Promoter,invenistaanfep,X,47,packdraw,x-mention,,https://x.com/invenistaanfep,unite two people
726,65.5,🎯 Competitor Promoter,wagalasa,X,47,packdraw,x-mention,,https://x.com/wagalasa,$STASH ARMY
727,65.5,🎯 Competitor Promoter,Zaylen71,X,47,packdraw,x-mention,,https://x.com/Zaylen71,thank you CT
728,65.5,🎯 Competitor Promoter,Z4ki_27,X,46,packdraw,x-mention,,https://x.com/Z4ki_27,The Journey Matters More Than The Destination ~
729,65.5,🎯 Competitor Promoter,owjitheblue,X,46,packdraw,x-mention,,https://x.com/owjitheblue,Break the limit  #TopGlobalGusion
730,65.5,🎯 Competitor Promoter,Lucky_germilbv,X,45,packdraw,x-mention,,https://x.com/Lucky_germilbv,
731,65.5,🎯 Competitor Promoter,V0idSphere,X,45,packdraw,x-mention,,https://x.com/V0idSphere,"Tesla, Bitcoin, and MTPLF investor. あなたは十分に強気ではありません"
732,65.5,🎯 Competitor Promoter,SONYYCS_,X,44,packdraw,x-mention,,https://x.com/SONYYCS_,grinding for the bag
733,65.5,🎯 Competitor Promoter,AnubhavSin48839,X,44,packdraw,x-mention,,https://x.com/AnubhavSin48839,Lost in Own LoopHoLe
734,65.5,🎯 Competitor Promoter,mantankandung1,X,44,packdraw,x-mention,,https://x.com/mantankandung1,suaminya nayeon
735,65.5,🎯 Competitor Promoter,tj12z,X,44,packdraw,x-mention,,https://x.com/tj12z,
736,65.5,🎯 Competitor Promoter,1tsBellaGm,X,44,packdraw,x-mention,,https://x.com/1tsBellaGm,new day new hope
737,65.5,🎯 Competitor Promoter,tarunnn001,X,43,packdraw,x-mention,,https://x.com/tarunnn001,😴
738,65.5,🎯 Competitor Promoter,Parindra145026,X,43,packdraw,x-mention,,https://x.com/Parindra145026,Simple tapi nyata
739,65.5,🎯 Competitor Promoter,Erfan0va,X,42,packdraw,x-mention,,https://x.com/Erfan0va,Remember To Love Yourself.
740,65.5,🎯 Competitor Promoter,kurczakking,X,41,packdraw,x-mention,,https://x.com/kurczakking,CSGO! 💜
741,65.5,🎯 Competitor Promoter,iscomadridsko,X,41,packdraw,x-mention,,https://x.com/iscomadridsko,Free Palestine 🇵🇸❤️ Tweeting for fun | Opinions are my own Paris x the Hague
742,65.5,🎯 Competitor Promoter,Loso11222,X,41,packdraw,x-mention,,https://x.com/Loso11222,
743,65.5,🎯 Competitor Promoter,ShrikantRe26363,X,40,packdraw,x-mention,,https://x.com/ShrikantRe26363,let's do it !
744,65.5,🎯 Competitor Promoter,_iUNDERSTANDiAM,X,40,packdraw,x-mention,,https://x.com/_iUNDERSTANDiAM,I initiate illusions lol.... I literally watch animes on my wall without projectors fr
745,65.5,🎯 Competitor Promoter,ViperReb0rn,X,39,packdraw,x-mention,,https://x.com/ViperReb0rn,never give up
746,65.5,🎯 Competitor Promoter,pp_fanjet,X,39,packdraw,x-mention,,https://x.com/pp_fanjet,
747,65.5,🎯 Competitor Promoter,Gravy4Daviewin3,X,39,packdraw,x-mention,,https://x.com/Gravy4Daviewin3,@Gravy4Daviewin2 suspended  second time born on twitter honest is everyone  Currently my account activites is limited see pin post
748,65.5,🎯 Competitor Promoter,fluxterra,X,39,packdraw,x-mention,,https://x.com/fluxterra,Innit for the Tech and the Liquidity
749,65.5,🎯 Competitor Promoter,volanitse12,X,38,packdraw,x-mention,,https://x.com/volanitse12,I have nothing to say about anything 🗿
750,65.5,🎯 Competitor Promoter,GeneSmu,X,38,packdraw,x-mention,,https://x.com/GeneSmu,I'D RATHER HUSTLE 24/7 THEN SLAVE
751,65.5,🎯 Competitor Promoter,drakhum,X,38,packdraw,x-mention,,https://x.com/drakhum,New acc old Acc Got Hacked
752,65.5,🎯 Competitor Promoter,Astralflux4,X,37,packdraw,x-mention,,https://x.com/Astralflux4,"Just a simple person trying to make their way through the galaxy, neither left or right, just in the middle with common sense"
753,65.5,🎯 Competitor Promoter,royalty_false,X,36,packdraw,x-mention,,https://x.com/royalty_false,https://t.co/ZHOPUBc9lZ
754,65.5,🎯 Competitor Promoter,YongGambles07,X,36,packdraw,x-mention,,https://x.com/YongGambles07,previous account got suspended for no reason lol. Made a new one again
755,65.5,🎯 Competitor Promoter,DegosDaDa,X,35,packdraw,x-mention,,https://x.com/DegosDaDa,
756,65.5,🎯 Competitor Promoter,aarti_joshii,X,35,packdraw,x-mention,,https://x.com/aarti_joshii,Your brand on X should be working as hard as you are. We make sure it does. 55M+ impressions. 42K+ followers. 9-fig client signed.
757,65.5,🎯 Competitor Promoter,herb_ta54563,X,35,packdraw,x-mention,,https://x.com/herb_ta54563,looks good
758,65.5,🎯 Competitor Promoter,be_goku63408,X,34,packdraw,x-mention,,https://x.com/be_goku63408,keithlocks member
759,65.5,🎯 Competitor Promoter,suleimannar,X,34,packdraw,x-mention,,https://x.com/suleimannar,
760,65.5,🎯 Competitor Promoter,Raman_mochi,X,34,packdraw,x-mention,,https://x.com/Raman_mochi,https://t.co/2dD4nyReNK
761,65.5,🎯 Competitor Promoter,lockin22x,X,33,packdraw,x-mention,,https://x.com/lockin22x,yhhh
762,65.5,🎯 Competitor Promoter,Vesperamot,X,33,packdraw,x-mention,,https://x.com/Vesperamot,📊 Cycles | 🧠 Psychology | 💰 Risk control
763,65.5,🎯 Competitor Promoter,Shonksssss,X,32,packdraw,x-mention,,https://x.com/Shonksssss,
764,65.5,🎯 Competitor Promoter,haroon066,X,32,packdraw,x-mention,,https://x.com/haroon066,
765,65.5,🎯 Competitor Promoter,Stake_for_real,X,31,packdraw,x-mention,,https://x.com/Stake_for_real,Just living my best life. Trying to stay HUMBLE
766,65.5,🎯 Competitor Promoter,Niz_Carlotta,X,31,packdraw,x-mention,,https://x.com/Niz_Carlotta,Million miles in God's speed || Funded Trader 📊
767,65.5,🎯 Competitor Promoter,ogunyeboayomide,X,31,packdraw,x-mention,,https://x.com/ogunyeboayomide,May God no shame us 🙏🏼🙏🏼🙏🏼🙏🏼
768,65.5,🎯 Competitor Promoter,TzkJj,X,30,packdraw,x-mention,,https://x.com/TzkJj,
769,65.5,🎯 Competitor Promoter,Plugnn2,X,30,packdraw,x-mention,,https://x.com/Plugnn2,
770,65.5,🎯 Competitor Promoter,CourageChi92549,X,29,packdraw,x-mention,,https://x.com/CourageChi92549,
771,65.5,🎯 Competitor Promoter,LOLLOLL12850483,X,26,packdraw,x-mention,,https://x.com/LOLLOLL12850483,lol
772,65.5,🎯 Competitor Promoter,Snappo0505,X,25,packdraw,x-mention,,https://x.com/Snappo0505,
773,65.5,🎯 Competitor Promoter,anonalfros84582,X,24,packdraw,x-mention,,https://x.com/anonalfros84582,kemana aja yg penting bahagia
774,65.5,🎯 Competitor Promoter,wrxck_z,X,24,packdraw,x-mention,,https://x.com/wrxck_z,https://t.co/oCs5X2Nx8m @winna
775,65.5,🎯 Competitor Promoter,_raheeee,X,23,packdraw,x-mention,,https://x.com/_raheeee,
776,65.5,🎯 Competitor Promoter,steve687444,X,23,packdraw,x-mention,,https://x.com/steve687444,
777,65.5,🎯 Competitor Promoter,kushi288604,X,23,packdraw,x-mention,,https://x.com/kushi288604,
778,65.5,🎯 Competitor Promoter,ahgasaes_,X,23,packdraw,x-mention,,https://x.com/ahgasaes_,retrieving this account for gaw🫶 looking for moots
779,65.5,🎯 Competitor Promoter,Castle_Nick99,X,22,packdraw,x-mention,,https://x.com/Castle_Nick99,Dota enthusiast One who touches grass at times A troll usually A hopeless bachelor's degree
780,65.5,🎯 Competitor Promoter,settdoninc20396,X,21,packdraw,x-mention,,https://x.com/settdoninc20396,indahnya kebersamaan
781,65.5,🎯 Competitor Promoter,Yonsmdg,X,21,packdraw,x-mention,,https://x.com/Yonsmdg,The bread winners never thinks of giving up keep grinding 🤧
782,65.5,🎯 Competitor Promoter,Scion_12,X,21,packdraw,x-mention,,https://x.com/Scion_12,scion fights with luck
783,65.5,🎯 Competitor Promoter,hostcaconq76382,X,20,packdraw,x-mention,,https://x.com/hostcaconq76382,dimana aja
784,65.5,🎯 Competitor Promoter,fafixmana16048,X,19,packdraw,x-mention,,https://x.com/fafixmana16048,Semua tidak akan sia-sia
785,65.5,🎯 Competitor Promoter,dusfatheko53755,X,18,packdraw,x-mention,,https://x.com/dusfatheko53755,Gasss trus
786,65.5,🎯 Competitor Promoter,Btcnomad41490,X,18,packdraw,x-mention,,https://x.com/Btcnomad41490,
787,65.5,🎯 Competitor Promoter,4334Bot1150923,X,18,packdraw,x-mention,,https://x.com/4334Bot1150923,🟢
788,65.5,🎯 Competitor Promoter,atomicgamblah,X,17,packdraw,x-mention,,https://x.com/atomicgamblah,Opening x for yungreal
789,65.5,🎯 Competitor Promoter,cryptobross01,X,17,packdraw,x-mention,,https://x.com/cryptobross01,Simple humble and jovial
790,65.5,🎯 Competitor Promoter,biznixcs,X,16,packdraw,x-mention,,https://x.com/biznixcs,"Livin’ life like stars, thankin’ god every day we finally winning."
791,65.5,🎯 Competitor Promoter,HappyBoyhz,X,16,packdraw,x-mention,,https://x.com/HappyBoyhz,
792,65.5,🎯 Competitor Promoter,Chatters_pillar,X,16,packdraw,x-mention,,https://x.com/Chatters_pillar,The Main man
793,65.5,🎯 Competitor Promoter,SniXzer,X,16,packdraw,x-mention,,https://x.com/SniXzer,Ksrennn
794,65.5,🎯 Competitor Promoter,eshitax,X,15,packdraw,x-mention,,https://x.com/eshitax,Why be sad when you can be delusional instead 😌
795,65.5,🎯 Competitor Promoter,riyan007_2nd,X,14,packdraw,x-mention,,https://x.com/riyan007_2nd,
796,65.5,🎯 Competitor Promoter,macgptt,X,13,packdraw,x-mention,,https://x.com/macgptt,Braniac | Computer Messiah | Chess Titan
797,65.5,🎯 Competitor Promoter,xeRivalry,X,13,packdraw,x-mention,,https://x.com/xeRivalry,Previous account got nuked after 8 years sadly. I love music I love games I love Cats
798,65.5,🎯 Competitor Promoter,Shadow________8,X,13,packdraw,x-mention,,https://x.com/Shadow________8,
799,65.5,🎯 Competitor Promoter,mebad4taaa,X,12,packdraw,x-mention,,https://x.com/mebad4taaa,
800,65.5,🎯 Competitor Promoter,huijokiop,X,9,packdraw,x-mention,,https://x.com/huijokiop,Idk
801,65.5,🎯 Competitor Promoter,ShirDahan12,X,9,packdraw,x-mention,,https://x.com/ShirDahan12,
802,65.5,🎯 Competitor Promoter,GabaLama_,X,8,packdraw,x-mention,,https://x.com/GabaLama_,
803,65.5,🎯 Competitor Promoter,insane_saad,X,8,packdraw,x-mention,,https://x.com/insane_saad,YO ITS DARK !
804,65.5,🎯 Competitor Promoter,MdTahsin346740,X,8,packdraw,x-mention,,https://x.com/MdTahsin346740,https://t.co/J9s1KAaaDW
805,65.5,🎯 Competitor Promoter,Areek1996,X,7,packdraw,x-mention,,https://x.com/Areek1996,
806,65.5,🎯 Competitor Promoter,Zenvampiree,X,5,packdraw,x-mention,,https://x.com/Zenvampiree,ilove everything
807,65.5,🎯 Competitor Promoter,PeepeTheFrog,X,5,packdraw,x-mention,,https://x.com/PeepeTheFrog,Follow for Goodluck! 🍀
808,65.5,🎯 Competitor Promoter,liyoms_,X,5,packdraw,x-mention,,https://x.com/liyoms_,copywriter.
809,61.5,🎯 Competitor Promoter,kuba1346751,Instagram,,keydrop,ig-tagged,,https://www.instagram.com/kuba1346751/,
810,61.5,🎯 Competitor Promoter,twojstary._.2115,Instagram,,keydrop,ig-tagged,,https://www.instagram.com/twojstary._.2115/,
811,61.5,🎯 Competitor Promoter,pedroespinaca,Instagram,,keydrop,ig-tagged,,https://www.instagram.com/pedroespinaca/,s
812,61.5,🎯 Competitor Promoter,diecast_home_cayirova,Instagram,,keydrop,ig-tagged,,https://www.instagram.com/diecast_home_cayirova/,DİECAST ARABALAR
813,61.5,🎯 Competitor Promoter,kaxperu,Instagram,,keydrop,ig-tagged,,https://www.instagram.com/kaxperu/,kacperyuro
814,61.5,🎯 Competitor Promoter,nwm120394,Instagram,,keydrop,ig-tagged,,https://www.instagram.com/nwm120394/,lol
815,61.5,🎯 Competitor Promoter,domapp123098,Instagram,,keydrop,ig-tagged,,https://www.instagram.com/domapp123098/,Dominika Przybył
816,61.5,🎯 Competitor Promoter,mapsworld_media,Instagram,,hypedrop,ig-tagged,,https://www.instagram.com/mapsworld_media/,MAPS
817,61.5,🎯 Competitor Promoter,oxbloode,Instagram,,jemlit,ig-tagged,,https://www.instagram.com/oxbloode/,OXBLOODE
818,61.5,🎯 Competitor Promoter,fentylipz,Instagram,,jemlit,ig-tagged,,https://www.instagram.com/fentylipz/,FentyLipz by Rihanna
819,61.5,🎯 Competitor Promoter,bellabeauty__more_wholesale,Instagram,,jemlit,ig-tagged,,https://www.instagram.com/bellabeauty__more_wholesale/,BellaBeauty & More Wholesale
